product_id,realm,tag,score,basis,rationale,generated_at
philips-air-ac0850-41,USER_JOB,Respond to pollution episodes,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Air / Climate Care' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
philips-air-ac0850-41,NEED,health-related reassurance,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Air / Climate Care' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
philips-air-ac0850-41,NEED,comfort,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Air / Climate Care' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
philips-air-ac0920-10,SPACE,Bedroom,9,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Air / Climate Care' category (rule-based estimate per world, not measured per-household).",2026-08-27
philips-air-ac0920-10,SPACE,Living,8,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Air / Climate Care' category (rule-based estimate per world, not measured per-household).",2026-08-27
philips-air-ac0920-10,SPACE,Bathroom,3,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Air / Climate Care' category (rule-based estimate per world, not measured per-household).",2026-08-27
philips-air-ac0920-10,SPACE,Kitchen,2,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Air / Climate Care' category (rule-based estimate per world, not measured per-household).",2026-08-27
philips-air-ac0920-10,MEDIUM,Air,10,ESTIMATED_JUDGMENT,Typical phenomenon/substrate this category acts on (rule-based estimate per world).,2026-08-27
philips-air-ac0920-10,MEDIUM,Digital Information,4,ESTIMATED_JUDGMENT,Typical phenomenon/substrate this category acts on (rule-based estimate per world).,2026-08-27
philips-air-ac0920-10,CAPABILITY,Air Filtration,10,ESTIMATED_JUDGMENT,Category-definitional primary function.,2026-08-27
philips-air-ac0920-10,CAPABILITY,Environmental Sensing,8,RULE_DERIVED,Observed spec field 'sensors'='PM2.5 (AeraSense)' (inherited from family sibling (no own spec row)).,2026-08-27
philips-air-ac0920-10,INTELLIGENCE,Adaptive,8,RULE_DERIVED,ai_claim text references routine/history-based adaptation: 'AI technology that adapts to your routine (Auto+ mode)',2026-08-27
philips-air-ac0920-10,DIGITAL,Wi-Fi / App Connected,8,RULE_DERIVED,"connectivity spec: 'Wi-Fi, Air+ app'",2026-08-27
philips-air-ac0920-10,DIGITAL,Air+,7,RULE_DERIVED,"Named in connectivity spec: 'Wi-Fi, Air+ app'",2026-08-27
philips-air-ac0920-10,MAINTENANCE,Ownership touch/maintenance burden,5,ESTIMATED_JUDGMENT,Category baseline 5/10.,2026-08-27
philips-air-ac0920-10,LIFECYCLE,Current,10,RULE_DERIVED,Directly observed current_status field: CURRENT.,2026-08-27
philips-air-ac0920-10,USER_JOB,Keep indoor air cleaner,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Air / Climate Care' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
philips-air-ac0920-10,USER_JOB,Respond to pollution episodes,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Air / Climate Care' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
philips-air-ac0920-10,NEED,health-related reassurance,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Air / Climate Care' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
philips-air-ac0920-10,NEED,comfort,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Air / Climate Care' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
philips-air-ac0950-10,SPACE,Bedroom,9,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Air / Climate Care' category (rule-based estimate per world, not measured per-household).",2026-08-27
philips-air-ac0950-10,SPACE,Living,8,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Air / Climate Care' category (rule-based estimate per world, not measured per-household).",2026-08-27
philips-air-ac0950-10,SPACE,Bathroom,3,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Air / Climate Care' category (rule-based estimate per world, not measured per-household).",2026-08-27
philips-air-ac0950-10,SPACE,Kitchen,2,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Air / Climate Care' category (rule-based estimate per world, not measured per-household).",2026-08-27
philips-air-ac0950-10,MEDIUM,Air,10,ESTIMATED_JUDGMENT,Typical phenomenon/substrate this category acts on (rule-based estimate per world).,2026-08-27
philips-air-ac0950-10,MEDIUM,Digital Information,4,ESTIMATED_JUDGMENT,Typical phenomenon/substrate this category acts on (rule-based estimate per world).,2026-08-27
philips-air-ac0950-10,CAPABILITY,Air Filtration,10,ESTIMATED_JUDGMENT,Category-definitional primary function.,2026-08-27
philips-air-ac0950-10,CAPABILITY,Environmental Sensing,8,RULE_DERIVED,Observed spec field 'sensors'='PM2.5 (AeraSense)' (inherited from family sibling (no own spec row)).,2026-08-27
philips-air-ac0950-10,INTELLIGENCE,Adaptive,8,RULE_DERIVED,ai_claim text references routine/history-based adaptation: 'AI technology that adapts to your routine (Auto+ mode)',2026-08-27
philips-air-ac0950-10,DIGITAL,Wi-Fi / App Connected,8,RULE_DERIVED,"connectivity spec: 'Wi-Fi, Air+ app'",2026-08-27
philips-air-ac0950-10,DIGITAL,Air+,7,RULE_DERIVED,"Named in connectivity spec: 'Wi-Fi, Air+ app'",2026-08-27
philips-air-ac0950-10,MAINTENANCE,Ownership touch/maintenance burden,5,ESTIMATED_JUDGMENT,Category baseline 5/10.,2026-08-27
philips-air-ac0950-10,LIFECYCLE,Current,10,RULE_DERIVED,Directly observed current_status field: CURRENT.,2026-08-27
philips-air-ac0950-10,USER_JOB,Keep indoor air cleaner,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Air / Climate Care' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
philips-air-ac0950-10,USER_JOB,Respond to pollution episodes,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Air / Climate Care' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
philips-air-ac0950-10,NEED,health-related reassurance,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Air / Climate Care' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
philips-air-ac0950-10,NEED,comfort,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Air / Climate Care' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
philips-air-ac0951-13,SPACE,Bedroom,9,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Air / Climate Care' category (rule-based estimate per world, not measured per-household).",2026-08-27
philips-air-ac0951-13,SPACE,Living,8,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Air / Climate Care' category (rule-based estimate per world, not measured per-household).",2026-08-27
philips-air-ac0951-13,SPACE,Bathroom,3,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Air / Climate Care' category (rule-based estimate per world, not measured per-household).",2026-08-27
philips-air-ac0951-13,SPACE,Kitchen,2,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Air / Climate Care' category (rule-based estimate per world, not measured per-household).",2026-08-27
philips-air-ac0951-13,MEDIUM,Air,10,ESTIMATED_JUDGMENT,Typical phenomenon/substrate this category acts on (rule-based estimate per world).,2026-08-27
philips-air-ac0951-13,MEDIUM,Digital Information,4,ESTIMATED_JUDGMENT,Typical phenomenon/substrate this category acts on (rule-based estimate per world).,2026-08-27
philips-air-ac0951-13,CAPABILITY,Air Filtration,10,ESTIMATED_JUDGMENT,Category-definitional primary function.,2026-08-27
philips-air-ac0951-13,CAPABILITY,Environmental Sensing,8,RULE_DERIVED,Observed spec field 'sensors'='PM2.5 (AeraSense)' (own SKU).,2026-08-27
philips-air-ac0951-13,INTELLIGENCE,Adaptive,8,RULE_DERIVED,ai_claim text references routine/history-based adaptation: 'AI technology that adapts to your routine (Auto+ mode)',2026-08-27
philips-air-ac0951-13,DIGITAL,Wi-Fi / App Connected,8,RULE_DERIVED,"connectivity spec: 'Wi-Fi, Air+ app'",2026-08-27
philips-air-ac0951-13,DIGITAL,Air+,7,RULE_DERIVED,"Named in connectivity spec: 'Wi-Fi, Air+ app'",2026-08-27
philips-air-ac0951-13,MAINTENANCE,Ownership touch/maintenance burden,5,ESTIMATED_JUDGMENT,Category baseline 5/10.,2026-08-27
philips-air-ac0951-13,LIFECYCLE,Current,10,RULE_DERIVED,Directly observed current_status field: CURRENT.,2026-08-27
philips-air-ac0951-13,USER_JOB,Keep indoor air cleaner,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Air / Climate Care' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
philips-air-ac0951-13,USER_JOB,Respond to pollution episodes,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Air / Climate Care' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
philips-air-ac0951-13,NEED,health-related reassurance,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Air / Climate Care' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
philips-air-ac0951-13,NEED,comfort,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Air / Climate Care' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
philips-air-ac1715-41,SPACE,Bedroom,9,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Air / Climate Care' category (rule-based estimate per world, not measured per-household).",2026-08-27
philips-air-ac1715-41,SPACE,Living,8,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Air / Climate Care' category (rule-based estimate per world, not measured per-household).",2026-08-27
philips-air-ac1715-41,SPACE,Bathroom,3,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Air / Climate Care' category (rule-based estimate per world, not measured per-household).",2026-08-27
philips-air-ac1715-41,SPACE,Kitchen,2,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Air / Climate Care' category (rule-based estimate per world, not measured per-household).",2026-08-27
philips-air-ac1715-41,MEDIUM,Air,10,ESTIMATED_JUDGMENT,Typical phenomenon/substrate this category acts on (rule-based estimate per world).,2026-08-27
philips-air-ac1715-41,MEDIUM,Digital Information,4,ESTIMATED_JUDGMENT,Typical phenomenon/substrate this category acts on (rule-based estimate per world).,2026-08-27
philips-air-ac1715-41,CAPABILITY,Air Filtration,10,ESTIMATED_JUDGMENT,Category-definitional primary function.,2026-08-27
philips-air-ac1715-41,INTELLIGENCE,Unclassified,3,ESTIMATED_JUDGMENT,No spec data available for this SKU or its family to classify from.,2026-08-27
philips-air-ac1715-41,MAINTENANCE,Ownership touch/maintenance burden,5,ESTIMATED_JUDGMENT,Category baseline 5/10.,2026-08-27
philips-air-ac1715-41,LIFECYCLE,Legacy,3,RULE_DERIVED,Directly observed current_status field: LEGACY.,2026-08-27
philips-air-ac1715-41,USER_JOB,Keep indoor air cleaner,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Air / Climate Care' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
philips-air-ac1715-41,USER_JOB,Respond to pollution episodes,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Air / Climate Care' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
philips-air-ac1715-41,NEED,health-related reassurance,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Air / Climate Care' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
philips-air-ac1715-41,NEED,comfort,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Air / Climate Care' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
philips-air-ac2889-40,SPACE,Bedroom,9,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Air / Climate Care' category (rule-based estimate per world, not measured per-household).",2026-08-27
philips-air-ac2889-40,SPACE,Living,8,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Air / Climate Care' category (rule-based estimate per world, not measured per-household).",2026-08-27
philips-air-ac2889-40,SPACE,Bathroom,3,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Air / Climate Care' category (rule-based estimate per world, not measured per-household).",2026-08-27
philips-air-ac2889-40,SPACE,Kitchen,2,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Air / Climate Care' category (rule-based estimate per world, not measured per-household).",2026-08-27
philips-air-ac2889-40,MEDIUM,Air,10,ESTIMATED_JUDGMENT,Typical phenomenon/substrate this category acts on (rule-based estimate per world).,2026-08-27
philips-air-ac2889-40,MEDIUM,Digital Information,4,ESTIMATED_JUDGMENT,Typical phenomenon/substrate this category acts on (rule-based estimate per world).,2026-08-27
philips-air-ac2889-40,CAPABILITY,Air Filtration,10,ESTIMATED_JUDGMENT,Category-definitional primary function.,2026-08-27
philips-air-ac2889-40,INTELLIGENCE,Unclassified,3,ESTIMATED_JUDGMENT,No spec data available for this SKU or its family to classify from.,2026-08-27
philips-air-ac2889-40,MAINTENANCE,Ownership touch/maintenance burden,5,ESTIMATED_JUDGMENT,Category baseline 5/10.,2026-08-27
philips-air-ac2889-40,LIFECYCLE,Legacy,3,RULE_DERIVED,Directly observed current_status field: LEGACY.,2026-08-27
philips-air-ac2889-40,USER_JOB,Keep indoor air cleaner,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Air / Climate Care' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
philips-air-ac2889-40,USER_JOB,Respond to pollution episodes,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Air / Climate Care' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
philips-air-ac2889-40,NEED,health-related reassurance,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Air / Climate Care' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
philips-air-ac2889-40,NEED,comfort,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Air / Climate Care' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
philips-air-ac2220-10,SPACE,Bedroom,9,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Air / Climate Care' category (rule-based estimate per world, not measured per-household).",2026-08-27
philips-air-ac2220-10,SPACE,Living,8,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Air / Climate Care' category (rule-based estimate per world, not measured per-household).",2026-08-27
philips-air-ac2220-10,SPACE,Bathroom,3,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Air / Climate Care' category (rule-based estimate per world, not measured per-household).",2026-08-27
philips-air-ac2220-10,SPACE,Kitchen,2,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Air / Climate Care' category (rule-based estimate per world, not measured per-household).",2026-08-27
philips-air-ac2220-10,MEDIUM,Air,10,ESTIMATED_JUDGMENT,Typical phenomenon/substrate this category acts on (rule-based estimate per world).,2026-08-27
philips-air-ac2220-10,MEDIUM,Digital Information,4,ESTIMATED_JUDGMENT,Typical phenomenon/substrate this category acts on (rule-based estimate per world).,2026-08-27
philips-air-ac2220-10,CAPABILITY,Air Filtration,10,ESTIMATED_JUDGMENT,Category-definitional primary function.,2026-08-27
philips-air-ac2220-10,INTELLIGENCE,Adaptive,8,RULE_DERIVED,ai_claim text references routine/history-based adaptation: 'AI technology that adapts to your routine (Auto+ mode)',2026-08-27
philips-air-ac2220-10,MAINTENANCE,Ownership touch/maintenance burden,6,ESTIMATED_JUDGMENT,"Category baseline 5/10, +1 for observed consumable/coating/certification specs.",2026-08-27
philips-air-ac2220-10,LIFECYCLE,Current,10,RULE_DERIVED,Directly observed current_status field: CURRENT.,2026-08-27
philips-air-ac2220-10,USER_JOB,Keep indoor air cleaner,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Air / Climate Care' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
philips-air-ac2220-10,USER_JOB,Respond to pollution episodes,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Air / Climate Care' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
philips-air-ac2220-10,NEED,health-related reassurance,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Air / Climate Care' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
philips-air-ac2220-10,NEED,comfort,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Air / Climate Care' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
philips-air-ac3033-73,SPACE,Bedroom,9,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Air / Climate Care' category (rule-based estimate per world, not measured per-household).",2026-08-27
philips-air-ac3033-73,SPACE,Living,8,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Air / Climate Care' category (rule-based estimate per world, not measured per-household).",2026-08-27
philips-air-ac3033-73,SPACE,Bathroom,3,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Air / Climate Care' category (rule-based estimate per world, not measured per-household).",2026-08-27
philips-air-ac3033-73,SPACE,Kitchen,2,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Air / Climate Care' category (rule-based estimate per world, not measured per-household).",2026-08-27
philips-air-ac3033-73,MEDIUM,Air,10,ESTIMATED_JUDGMENT,Typical phenomenon/substrate this category acts on (rule-based estimate per world).,2026-08-27
philips-air-ac3033-73,MEDIUM,Digital Information,4,ESTIMATED_JUDGMENT,Typical phenomenon/substrate this category acts on (rule-based estimate per world).,2026-08-27
philips-air-ac3033-73,CAPABILITY,Air Filtration,10,ESTIMATED_JUDGMENT,Category-definitional primary function.,2026-08-27
philips-air-ac3033-73,INTELLIGENCE,Unclassified,3,ESTIMATED_JUDGMENT,No spec data available for this SKU or its family to classify from.,2026-08-27
philips-air-ac3033-73,MAINTENANCE,Ownership touch/maintenance burden,5,ESTIMATED_JUDGMENT,Category baseline 5/10.,2026-08-27
philips-air-ac3033-73,LIFECYCLE,Legacy,3,RULE_DERIVED,Directly observed current_status field: LEGACY.,2026-08-27
philips-air-ac3033-73,USER_JOB,Keep indoor air cleaner,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Air / Climate Care' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
philips-air-ac3033-73,USER_JOB,Respond to pollution episodes,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Air / Climate Care' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
philips-air-ac3033-73,NEED,health-related reassurance,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Air / Climate Care' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
philips-air-ac3033-73,NEED,comfort,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Air / Climate Care' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
philips-air-ac3220-10,SPACE,Bedroom,9,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Air / Climate Care' category (rule-based estimate per world, not measured per-household).",2026-08-27
philips-air-ac3220-10,SPACE,Living,8,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Air / Climate Care' category (rule-based estimate per world, not measured per-household).",2026-08-27
philips-air-ac3220-10,SPACE,Bathroom,3,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Air / Climate Care' category (rule-based estimate per world, not measured per-household).",2026-08-27
philips-air-ac3220-10,SPACE,Kitchen,2,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Air / Climate Care' category (rule-based estimate per world, not measured per-household).",2026-08-27
philips-air-ac3220-10,MEDIUM,Air,10,ESTIMATED_JUDGMENT,Typical phenomenon/substrate this category acts on (rule-based estimate per world).,2026-08-27
philips-air-ac3220-10,MEDIUM,Digital Information,4,ESTIMATED_JUDGMENT,Typical phenomenon/substrate this category acts on (rule-based estimate per world).,2026-08-27
philips-air-ac3220-10,CAPABILITY,Air Filtration,10,ESTIMATED_JUDGMENT,Category-definitional primary function.,2026-08-27
philips-air-ac3220-10,INTELLIGENCE,Adaptive,8,RULE_DERIVED,ai_claim text references routine/history-based adaptation: 'AI technology that adapts to your routine while minimising noise and energy use',2026-08-27
philips-air-ac3220-10,DIGITAL,Wi-Fi / App Connected,8,RULE_DERIVED,"connectivity spec: 'Wi-Fi, Air+ app, Alexa/Google'",2026-08-27
philips-air-ac3220-10,DIGITAL,Air+,7,RULE_DERIVED,"Named in connectivity spec: 'Wi-Fi, Air+ app, Alexa/Google'",2026-08-27
philips-air-ac3220-10,DIGITAL,Alexa,7,RULE_DERIVED,"Named in connectivity spec: 'Wi-Fi, Air+ app, Alexa/Google'",2026-08-27
philips-air-ac3220-10,DIGITAL,Google,7,RULE_DERIVED,"Named in connectivity spec: 'Wi-Fi, Air+ app, Alexa/Google'",2026-08-27
philips-air-ac3220-10,MAINTENANCE,Ownership touch/maintenance burden,5,ESTIMATED_JUDGMENT,Category baseline 5/10.,2026-08-27
philips-air-ac3220-10,LIFECYCLE,Current,10,RULE_DERIVED,Directly observed current_status field: CURRENT.,2026-08-27
philips-air-ac3220-10,USER_JOB,Keep indoor air cleaner,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Air / Climate Care' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
philips-air-ac3220-10,USER_JOB,Respond to pollution episodes,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Air / Climate Care' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
philips-air-ac3220-10,NEED,health-related reassurance,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Air / Climate Care' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
philips-air-ac3220-10,NEED,comfort,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Air / Climate Care' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
philips-air-ac3420-10,SPACE,Bedroom,9,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Air / Climate Care' category (rule-based estimate per world, not measured per-household).",2026-08-27
philips-air-ac3420-10,SPACE,Living,8,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Air / Climate Care' category (rule-based estimate per world, not measured per-household).",2026-08-27
philips-air-ac3420-10,SPACE,Bathroom,3,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Air / Climate Care' category (rule-based estimate per world, not measured per-household).",2026-08-27
philips-air-ac3420-10,SPACE,Kitchen,2,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Air / Climate Care' category (rule-based estimate per world, not measured per-household).",2026-08-27
philips-air-ac3420-10,MEDIUM,Air,10,ESTIMATED_JUDGMENT,Typical phenomenon/substrate this category acts on (rule-based estimate per world).,2026-08-27
philips-air-ac3420-10,MEDIUM,Digital Information,4,ESTIMATED_JUDGMENT,Typical phenomenon/substrate this category acts on (rule-based estimate per world).,2026-08-27
philips-air-ac3420-10,CAPABILITY,Air Filtration,10,ESTIMATED_JUDGMENT,Category-definitional primary function.,2026-08-27
philips-air-ac3420-10,CAPABILITY,Humidification,8,RULE_DERIVED,"Observed spec field 'humidification'='Yes, 650 ml/h, 3.2L tank' (own SKU).",2026-08-27
philips-air-ac3420-10,CAPABILITY,Environmental Sensing,8,RULE_DERIVED,"Observed spec field 'sensors'='PM2.5, temp, humidity' (own SKU).",2026-08-27
philips-air-ac3420-10,INTELLIGENCE,Reactive/Connected,6,RULE_DERIVED,"Sensor, detection, navigation, or connectivity spec observed without routine-adaptation language.",2026-08-27
philips-air-ac3420-10,MAINTENANCE,Ownership touch/maintenance burden,5,ESTIMATED_JUDGMENT,Category baseline 5/10.,2026-08-27
philips-air-ac3420-10,LIFECYCLE,Current,10,RULE_DERIVED,Directly observed current_status field: CURRENT.,2026-08-27
philips-air-ac3420-10,USER_JOB,Keep indoor air cleaner,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Air / Climate Care' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
philips-air-ac3420-10,USER_JOB,Respond to pollution episodes,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Air / Climate Care' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
philips-air-ac3420-10,NEED,health-related reassurance,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Air / Climate Care' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
philips-air-ac3420-10,NEED,comfort,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Air / Climate Care' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
philips-air-ac4220-12,SPACE,Bedroom,9,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Air / Climate Care' category (rule-based estimate per world, not measured per-household).",2026-08-27
philips-air-ac4220-12,SPACE,Living,8,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Air / Climate Care' category (rule-based estimate per world, not measured per-household).",2026-08-27
philips-air-ac4220-12,SPACE,Bathroom,3,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Air / Climate Care' category (rule-based estimate per world, not measured per-household).",2026-08-27
philips-air-ac4220-12,SPACE,Kitchen,2,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Air / Climate Care' category (rule-based estimate per world, not measured per-household).",2026-08-27
philips-air-ac4220-12,MEDIUM,Air,10,ESTIMATED_JUDGMENT,Typical phenomenon/substrate this category acts on (rule-based estimate per world).,2026-08-27
philips-air-ac4220-12,MEDIUM,Digital Information,4,ESTIMATED_JUDGMENT,Typical phenomenon/substrate this category acts on (rule-based estimate per world).,2026-08-27
philips-air-ac4220-12,CAPABILITY,Air Filtration,10,ESTIMATED_JUDGMENT,Category-definitional primary function.,2026-08-27
philips-air-ac4220-12,INTELLIGENCE,Manual,3,RULE_DERIVED,No sensor/connectivity/adaptive spec observed on this SKU.,2026-08-27
philips-air-ac4220-12,MAINTENANCE,Ownership touch/maintenance burden,5,ESTIMATED_JUDGMENT,Category baseline 5/10.,2026-08-27
philips-air-ac4220-12,LIFECYCLE,Unknown,5,RULE_DERIVED,Directly observed current_status field: UNKNOWN.,2026-08-27
philips-air-ac4220-12,USER_JOB,Keep indoor air cleaner,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Air / Climate Care' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
philips-air-ac4220-12,USER_JOB,Respond to pollution episodes,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Air / Climate Care' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
philips-air-ac4220-12,NEED,health-related reassurance,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Air / Climate Care' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
philips-air-ac4220-12,NEED,comfort,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Air / Climate Care' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
philips-air-amf220-15,SPACE,Bedroom,9,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Air / Climate Care' category (rule-based estimate per world, not measured per-household).",2026-08-27
philips-air-amf220-15,SPACE,Living,8,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Air / Climate Care' category (rule-based estimate per world, not measured per-household).",2026-08-27
philips-air-amf220-15,SPACE,Bathroom,3,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Air / Climate Care' category (rule-based estimate per world, not measured per-household).",2026-08-27
philips-air-amf220-15,SPACE,Kitchen,2,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Air / Climate Care' category (rule-based estimate per world, not measured per-household).",2026-08-27
philips-air-amf220-15,MEDIUM,Air,10,ESTIMATED_JUDGMENT,Typical phenomenon/substrate this category acts on (rule-based estimate per world).,2026-08-27
philips-air-amf220-15,MEDIUM,Digital Information,4,ESTIMATED_JUDGMENT,Typical phenomenon/substrate this category acts on (rule-based estimate per world).,2026-08-27
philips-air-amf220-15,CAPABILITY,Air Filtration,10,ESTIMATED_JUDGMENT,Category-definitional primary function.,2026-08-27
