edge_id,from_id,from_type,relationship,to_id,to_type,association_class,direction,evidence_strength,evidence_state,context_ids,trigger_ids,source_ids,exact_source_location,rule_id,snapshot_id,confidence_state,strength_if_quantified,unit_if_quantified,created_at,notes
edge-00326,philips-air-climate,CATEGORY,ENABLES_BEHAVIOR,BEH_CHECKS_APP,BEHAVIOR,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p0-census-2026-08-26,LOW,,,2026-08-26,"AI_SUGGESTION (CANDIDATE) -- not evidence-derived, no real consumer text ingested yet. "
edge-00327,philips-air-climate,CATEGORY,ENABLES_BEHAVIOR,BEH_IGNORES_FILTER_REMINDER,BEHAVIOR,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p0-census-2026-08-26,LOW,,,2026-08-26,"AI_SUGGESTION (CANDIDATE) -- not evidence-derived, no real consumer text ingested yet. "
edge-00328,philips-air-climate,CATEGORY,ENABLES_BEHAVIOR,BEH_REPLACES_FILTER,BEHAVIOR,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p0-census-2026-08-26,LOW,,,2026-08-26,"AI_SUGGESTION (CANDIDATE) -- not evidence-derived, no real consumer text ingested yet. "
edge-00329,philips-air-climate,CATEGORY,ENABLES_BEHAVIOR,BEH_OPENS_WINDOW_INSTEAD,BEHAVIOR,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p0-census-2026-08-26,LOW,,,2026-08-26,"AI_SUGGESTION (CANDIDATE) -- not evidence-derived, no real consumer text ingested yet. "
edge-00330,philips-air-climate,CATEGORY,ENABLES_BEHAVIOR,BEH_USES_ANOTHER_CLIMATE_DEVICE,BEHAVIOR,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p0-census-2026-08-26,LOW,,,2026-08-26,"AI_SUGGESTION (CANDIDATE) -- not evidence-derived, no real consumer text ingested yet. "
edge-00331,philips-air-climate,CATEGORY,CREATES_FRICTION,FRIC_NOISE,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p0-census-2026-08-26,LOW,,,2026-08-26,"AI_SUGGESTION (CANDIDATE) -- not evidence-derived, no real consumer text ingested yet. "
edge-00332,philips-air-climate,CATEGORY,CREATES_FRICTION,FRIC_FILTER_COST,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p0-census-2026-08-26,LOW,,,2026-08-26,"AI_SUGGESTION (CANDIDATE) -- not evidence-derived, no real consumer text ingested yet. "
edge-00333,philips-air-climate,CATEGORY,CREATES_FRICTION,FRIC_MAINTENANCE,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p0-census-2026-08-26,LOW,,,2026-08-26,"AI_SUGGESTION (CANDIDATE) -- not evidence-derived, no real consumer text ingested yet. "
edge-00334,philips-air-climate,CATEGORY,CREATES_FRICTION,FRIC_ENERGY_CONCERN,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p0-census-2026-08-26,LOW,,,2026-08-26,"AI_SUGGESTION (CANDIDATE) -- not evidence-derived, no real consumer text ingested yet. "
edge-00335,philips-air-climate,CATEGORY,CREATES_FRICTION,FRIC_SENSOR_DISTRUST,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p0-census-2026-08-26,LOW,,,2026-08-26,"AI_SUGGESTION (CANDIDATE) -- not evidence-derived, no real consumer text ingested yet. "
edge-00336,philips-air-climate,CATEGORY,CREATES_FRICTION,FRIC_UNCLEAR_EFFECTIVENESS,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p0-census-2026-08-26,LOW,,,2026-08-26,"AI_SUGGESTION (CANDIDATE) -- not evidence-derived, no real consumer text ingested yet. "
edge-00337,philips-air-climate,CATEGORY,CREATES_FRICTION,FRIC_VISUAL_INTRUSION,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p0-census-2026-08-26,LOW,,,2026-08-26,"AI_SUGGESTION (CANDIDATE) -- not evidence-derived, no real consumer text ingested yet. "
edge-00338,philips-air-climate,CATEGORY,CREATES_FRICTION,FRIC_FOOTPRINT,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p0-census-2026-08-26,LOW,,,2026-08-26,"AI_SUGGESTION (CANDIDATE) -- not evidence-derived, no real consumer text ingested yet. "
edge-00339,philips-air-climate,CATEGORY,CREATES_FRICTION,FRIC_CONFUSING_CONTROLS,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p0-census-2026-08-26,LOW,,,2026-08-26,"AI_SUGGESTION (CANDIDATE) -- not evidence-derived, no real consumer text ingested yet. "
edge-00340,philips-air-climate,CATEGORY,CREATES_FRICTION,FRIC_APP_DEPENDENCY,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p0-census-2026-08-26,LOW,,,2026-08-26,"AI_SUGGESTION (CANDIDATE) -- not evidence-derived, no real consumer text ingested yet. "
edge-00341,philips-air-climate,CATEGORY,ASSOCIATED_WITH_OUTCOME,OUT_LOWER_MEASURED_INDOOR_PARTICLE_CONCENTRATION,HEALTH_RELATED_OUTCOME,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p0-census-2026-08-26,LOW,,,2026-08-26,"AI_SUGGESTION (CANDIDATE) -- not evidence-derived, no real consumer text ingested yet. health-related outcome: NOT linked to any specific study in this pass -- candidate only, do not treat as a health claim"
edge-00342,philips-air-climate,CATEGORY,ASSOCIATED_WITH_OUTCOME,OUT_LOWER_EXPOSURE_WHERE_SUPPORTED,HEALTH_RELATED_OUTCOME,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p0-census-2026-08-26,LOW,,,2026-08-26,"AI_SUGGESTION (CANDIDATE) -- not evidence-derived, no real consumer text ingested yet. health-related outcome: NOT linked to any specific study in this pass -- candidate only, do not treat as a health claim"
edge-00343,philips-air-climate,CATEGORY,ASSOCIATED_WITH_OUTCOME,OUT_IMPROVED_PERCEIVED_AIR_QUALITY,OUTCOME,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p0-census-2026-08-26,LOW,,,2026-08-26,"AI_SUGGESTION (CANDIDATE) -- not evidence-derived, no real consumer text ingested yet. "
edge-00344,philips-air-climate,CATEGORY,ASSOCIATED_WITH_OUTCOME,OUT_HIGHER_TRUST,OUTCOME,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p0-census-2026-08-26,LOW,,,2026-08-26,"AI_SUGGESTION (CANDIDATE) -- not evidence-derived, no real consumer text ingested yet. "
edge-00345,philips-air-climate,CATEGORY,ASSOCIATED_WITH_OUTCOME,OUT_HIGHER_ADHERENCE,OUTCOME,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p0-census-2026-08-26,LOW,,,2026-08-26,"AI_SUGGESTION (CANDIDATE) -- not evidence-derived, no real consumer text ingested yet. "
edge-00346,philips-air-climate,CATEGORY,ASSOCIATED_WITH_OUTCOME,OUT_REDUCED_MANAGEMENT_EFFORT,OUTCOME,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p0-census-2026-08-26,LOW,,,2026-08-26,"AI_SUGGESTION (CANDIDATE) -- not evidence-derived, no real consumer text ingested yet. "
edge-00347,philips-air-climate,CATEGORY,ASSOCIATED_WITH_OUTCOME,OUT_LOWER_DISRUPTION,OUTCOME,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p0-census-2026-08-26,LOW,,,2026-08-26,"AI_SUGGESTION (CANDIDATE) -- not evidence-derived, no real consumer text ingested yet. "
edge-00348,philips-coffee,CATEGORY,SERVES_JOB,COFFEE_JOB_0,USER_JOB,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00349,philips-coffee,CATEGORY,SERVES_JOB,COFFEE_JOB_1,USER_JOB,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00350,philips-coffee,CATEGORY,SERVES_JOB,COFFEE_JOB_2,USER_JOB,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00351,philips-coffee,CATEGORY,SERVES_JOB,COFFEE_JOB_3,USER_JOB,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00352,philips-coffee,CATEGORY,SERVES_JOB,COFFEE_JOB_4,USER_JOB,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00353,philips-coffee,CATEGORY,ADDRESSES_NEED,COFFEE_NEED_0,NEED,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00354,philips-coffee,CATEGORY,ADDRESSES_NEED,COFFEE_NEED_1,NEED,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00355,philips-coffee,CATEGORY,ADDRESSES_NEED,COFFEE_NEED_2,NEED,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00356,philips-coffee,CATEGORY,ADDRESSES_NEED,COFFEE_NEED_3,NEED,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00357,philips-coffee,CATEGORY,ADDRESSES_NEED,COFFEE_NEED_4,NEED,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00358,philips-coffee,CATEGORY,USED_IN_CONTEXT,COFFEE_CTX_0,CONTEXT,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00359,philips-coffee,CATEGORY,USED_IN_CONTEXT,COFFEE_CTX_1,CONTEXT,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00360,philips-coffee,CATEGORY,USED_IN_CONTEXT,COFFEE_CTX_2,CONTEXT,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00361,philips-coffee,CATEGORY,USED_IN_CONTEXT,COFFEE_CTX_3,CONTEXT,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00362,philips-coffee,CATEGORY,USED_IN_CONTEXT,COFFEE_CTX_4,CONTEXT,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00363,philips-coffee,CATEGORY,TRIGGERED_BY,COFFEE_TRIG_0,TRIGGER,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00364,philips-coffee,CATEGORY,TRIGGERED_BY,COFFEE_TRIG_1,TRIGGER,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00365,philips-coffee,CATEGORY,TRIGGERED_BY,COFFEE_TRIG_2,TRIGGER,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00366,philips-coffee,CATEGORY,TRIGGERED_BY,COFFEE_TRIG_3,TRIGGER,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00367,philips-coffee,CATEGORY,ENABLES_BEHAVIOR,COFFEE_BEH_0,BEHAVIOR,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00368,philips-coffee,CATEGORY,ENABLES_BEHAVIOR,COFFEE_BEH_1,BEHAVIOR,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00369,philips-coffee,CATEGORY,ENABLES_BEHAVIOR,COFFEE_BEH_2,BEHAVIOR,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00370,philips-coffee,CATEGORY,ENABLES_BEHAVIOR,COFFEE_BEH_3,BEHAVIOR,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00371,philips-coffee,CATEGORY,ENABLES_BEHAVIOR,COFFEE_BEH_4,BEHAVIOR,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00372,philips-coffee,CATEGORY,CREATES_FRICTION,COFFEE_FRIC_0,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00373,philips-coffee,CATEGORY,CREATES_FRICTION,COFFEE_FRIC_1,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00374,philips-coffee,CATEGORY,CREATES_FRICTION,COFFEE_FRIC_2,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00375,philips-coffee,CATEGORY,CREATES_FRICTION,COFFEE_FRIC_3,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00376,philips-coffee,CATEGORY,CREATES_FRICTION,COFFEE_FRIC_4,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00377,philips-coffee,CATEGORY,ASSOCIATED_WITH_OUTCOME,COFFEE_OUT_0,OUTCOME,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00378,philips-coffee,CATEGORY,ASSOCIATED_WITH_OUTCOME,COFFEE_OUT_1,OUTCOME,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00379,philips-coffee,CATEGORY,ASSOCIATED_WITH_OUTCOME,COFFEE_OUT_2,OUTCOME,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00380,philips-coffee,CATEGORY,ASSOCIATED_WITH_OUTCOME,COFFEE_OUT_3,OUTCOME,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00381,saeco-coffee,CATEGORY,SERVES_JOB,COFFEE_JOB_0,USER_JOB,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00382,saeco-coffee,CATEGORY,SERVES_JOB,COFFEE_JOB_1,USER_JOB,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00383,saeco-coffee,CATEGORY,SERVES_JOB,COFFEE_JOB_2,USER_JOB,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00384,saeco-coffee,CATEGORY,SERVES_JOB,COFFEE_JOB_3,USER_JOB,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00385,saeco-coffee,CATEGORY,SERVES_JOB,COFFEE_JOB_4,USER_JOB,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00386,saeco-coffee,CATEGORY,ADDRESSES_NEED,COFFEE_NEED_0,NEED,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00387,saeco-coffee,CATEGORY,ADDRESSES_NEED,COFFEE_NEED_1,NEED,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00388,saeco-coffee,CATEGORY,ADDRESSES_NEED,COFFEE_NEED_2,NEED,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00389,saeco-coffee,CATEGORY,ADDRESSES_NEED,COFFEE_NEED_3,NEED,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00390,saeco-coffee,CATEGORY,ADDRESSES_NEED,COFFEE_NEED_4,NEED,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00391,saeco-coffee,CATEGORY,USED_IN_CONTEXT,COFFEE_CTX_0,CONTEXT,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00392,saeco-coffee,CATEGORY,USED_IN_CONTEXT,COFFEE_CTX_1,CONTEXT,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00393,saeco-coffee,CATEGORY,USED_IN_CONTEXT,COFFEE_CTX_2,CONTEXT,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00394,saeco-coffee,CATEGORY,USED_IN_CONTEXT,COFFEE_CTX_3,CONTEXT,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00395,saeco-coffee,CATEGORY,USED_IN_CONTEXT,COFFEE_CTX_4,CONTEXT,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00396,saeco-coffee,CATEGORY,TRIGGERED_BY,COFFEE_TRIG_0,TRIGGER,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00397,saeco-coffee,CATEGORY,TRIGGERED_BY,COFFEE_TRIG_1,TRIGGER,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00398,saeco-coffee,CATEGORY,TRIGGERED_BY,COFFEE_TRIG_2,TRIGGER,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00399,saeco-coffee,CATEGORY,TRIGGERED_BY,COFFEE_TRIG_3,TRIGGER,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00400,saeco-coffee,CATEGORY,ENABLES_BEHAVIOR,COFFEE_BEH_0,BEHAVIOR,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00401,saeco-coffee,CATEGORY,ENABLES_BEHAVIOR,COFFEE_BEH_1,BEHAVIOR,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00402,saeco-coffee,CATEGORY,ENABLES_BEHAVIOR,COFFEE_BEH_2,BEHAVIOR,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00403,saeco-coffee,CATEGORY,ENABLES_BEHAVIOR,COFFEE_BEH_3,BEHAVIOR,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00404,saeco-coffee,CATEGORY,ENABLES_BEHAVIOR,COFFEE_BEH_4,BEHAVIOR,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00405,saeco-coffee,CATEGORY,CREATES_FRICTION,COFFEE_FRIC_0,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00406,saeco-coffee,CATEGORY,CREATES_FRICTION,COFFEE_FRIC_1,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00407,saeco-coffee,CATEGORY,CREATES_FRICTION,COFFEE_FRIC_2,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00408,saeco-coffee,CATEGORY,CREATES_FRICTION,COFFEE_FRIC_3,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00409,saeco-coffee,CATEGORY,CREATES_FRICTION,COFFEE_FRIC_4,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00410,saeco-coffee,CATEGORY,ASSOCIATED_WITH_OUTCOME,COFFEE_OUT_0,OUTCOME,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00411,saeco-coffee,CATEGORY,ASSOCIATED_WITH_OUTCOME,COFFEE_OUT_1,OUTCOME,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00412,saeco-coffee,CATEGORY,ASSOCIATED_WITH_OUTCOME,COFFEE_OUT_2,OUTCOME,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00413,saeco-coffee,CATEGORY,ASSOCIATED_WITH_OUTCOME,COFFEE_OUT_3,OUTCOME,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00414,gaggia-coffee,CATEGORY,SERVES_JOB,COFFEE_JOB_0,USER_JOB,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
