label_id,label_type,canonical_name,definition,scope,status,source_ids,rule_id,confidence_state,notes
GARMENT_FRIC_3,FRICTION,storage footprint,Candidate friction: storage footprint,GARMENT,CANDIDATE,,,LOW,
GARMENT_FRIC_4,FRICTION,steam burn risk,Candidate friction: steam burn risk,GARMENT,CANDIDATE,,,LOW,
GARMENT_OUT_0,OUTCOME,wrinkle-free clothes faster,Candidate outcome: wrinkle-free clothes faster,GARMENT,CANDIDATE,,,LOW,
GARMENT_OUT_1,OUTCOME,reduced ironing-board dependency,Candidate outcome: reduced ironing-board dependency,GARMENT,CANDIDATE,,,LOW,
GARMENT_OUT_2,OUTCOME,extended garment life,Candidate outcome: extended garment life,GARMENT,CANDIDATE,,,LOW,
GARMENT_OUT_3,OUTCOME,more confident appearance,Candidate outcome: more confident appearance,GARMENT,CANDIDATE,,,LOW,
HOMESAFE_JOB_0,USER_JOB,Know who's at the door or on the property,Candidate user job: Know who's at the door or on the property,HOMESAFE,CANDIDATE,,,LOW,
HOMESAFE_JOB_1,USER_JOB,Monitor home while away,Candidate user job: Monitor home while away,HOMESAFE,CANDIDATE,,,LOW,
HOMESAFE_JOB_2,USER_JOB,Deter intruders,Candidate user job: Deter intruders,HOMESAFE,CANDIDATE,,,LOW,
HOMESAFE_JOB_3,USER_JOB,Check on family or pets remotely,Candidate user job: Check on family or pets remotely,HOMESAFE,CANDIDATE,,,LOW,
HOMESAFE_JOB_4,USER_JOB,Get alerted to unusual activity,Candidate user job: Get alerted to unusual activity,HOMESAFE,CANDIDATE,,,LOW,
HOMESAFE_NEED_0,NEED,safety reassurance,Candidate need: safety reassurance,HOMESAFE,CANDIDATE,,,LOW,
HOMESAFE_NEED_1,NEED,trust in accuracy / low false alarms,Candidate need: trust in accuracy / low false alarms,HOMESAFE,CANDIDATE,,,LOW,
HOMESAFE_NEED_2,NEED,control,Candidate need: control,HOMESAFE,CANDIDATE,,,LOW,
HOMESAFE_NEED_3,NEED,privacy,Candidate need: privacy,HOMESAFE,CANDIDATE,,,LOW,
HOMESAFE_NEED_4,NEED,low-effort setup,Candidate need: low-effort setup,HOMESAFE,CANDIDATE,,,LOW,
HOMESAFE_CTX_0,CONTEXT,away from home,Candidate context: away from home,HOMESAFE,CANDIDATE,,,LOW,
HOMESAFE_CTX_1,CONTEXT,night-time,Candidate context: night-time,HOMESAFE,CANDIDATE,,,LOW,
HOMESAFE_CTX_2,CONTEXT,deliveries,Candidate context: deliveries,HOMESAFE,CANDIDATE,,,LOW,
HOMESAFE_CTX_3,CONTEXT,family with children or elderly,Candidate context: family with children or elderly,HOMESAFE,CANDIDATE,,,LOW,
HOMESAFE_CTX_4,CONTEXT,pet owners,Candidate context: pet owners,HOMESAFE,CANDIDATE,,,LOW,
HOMESAFE_TRIG_0,TRIGGER,motion detected,Candidate trigger: motion detected,HOMESAFE,CANDIDATE,,,LOW,
HOMESAFE_TRIG_1,TRIGGER,doorbell rings,Candidate trigger: doorbell rings,HOMESAFE,CANDIDATE,,,LOW,
HOMESAFE_TRIG_2,TRIGGER,notification received,Candidate trigger: notification received,HOMESAFE,CANDIDATE,,,LOW,
HOMESAFE_TRIG_3,TRIGGER,returning home,Candidate trigger: returning home,HOMESAFE,CANDIDATE,,,LOW,
HOMESAFE_TRIG_4,TRIGGER,unfamiliar sound,Candidate trigger: unfamiliar sound,HOMESAFE,CANDIDATE,,,LOW,
HOMESAFE_BEH_0,BEHAVIOR,checks app notifications,Candidate behavior: checks app notifications,HOMESAFE,CANDIDATE,,,LOW,
HOMESAFE_BEH_1,BEHAVIOR,reviews clip history,Candidate behavior: reviews clip history,HOMESAFE,CANDIDATE,,,LOW,
HOMESAFE_BEH_2,BEHAVIOR,talks via two-way audio,Candidate behavior: talks via two-way audio,HOMESAFE,CANDIDATE,,,LOW,
HOMESAFE_BEH_3,BEHAVIOR,adjusts detection zones,Candidate behavior: adjusts detection zones,HOMESAFE,CANDIDATE,,,LOW,
HOMESAFE_BEH_4,BEHAVIOR,shares access with family,Candidate behavior: shares access with family,HOMESAFE,CANDIDATE,,,LOW,
HOMESAFE_FRIC_0,FRICTION,false alerts,Candidate friction: false alerts,HOMESAFE,CANDIDATE,,,LOW,
HOMESAFE_FRIC_1,FRICTION,WiFi reliability,Candidate friction: WiFi reliability,HOMESAFE,CANDIDATE,,,LOW,
HOMESAFE_FRIC_2,FRICTION,battery/charging,Candidate friction: battery/charging,HOMESAFE,CANDIDATE,,,LOW,
HOMESAFE_FRIC_3,FRICTION,privacy concerns,Candidate friction: privacy concerns,HOMESAFE,CANDIDATE,,,LOW,
HOMESAFE_FRIC_4,FRICTION,subscription cost for cloud storage,Candidate friction: subscription cost for cloud storage,HOMESAFE,CANDIDATE,,,LOW,
HOMESAFE_OUT_0,OUTCOME,increased peace of mind,Candidate outcome: increased peace of mind,HOMESAFE,CANDIDATE,,,LOW,
HOMESAFE_OUT_1,OUTCOME,faster awareness of events,Candidate outcome: faster awareness of events,HOMESAFE,CANDIDATE,,,LOW,
HOMESAFE_OUT_2,OUTCOME,deterrence effect,Candidate outcome: deterrence effect,HOMESAFE,CANDIDATE,,,LOW,
HOMESAFE_OUT_3,OUTCOME,documented evidence when needed,Candidate outcome: documented evidence when needed,HOMESAFE,CANDIDATE,,,LOW,
PET_JOB_0,USER_JOB,Feed pets on schedule when away,Candidate user job: Feed pets on schedule when away,PET,CANDIDATE,,,LOW,
PET_JOB_1,USER_JOB,Ensure pets have fresh water,Candidate user job: Ensure pets have fresh water,PET,CANDIDATE,,,LOW,
PET_JOB_2,USER_JOB,Check on pets remotely,Candidate user job: Check on pets remotely,PET,CANDIDATE,,,LOW,
PET_JOB_3,USER_JOB,Reduce daily pet-care chores,Candidate user job: Reduce daily pet-care chores,PET,CANDIDATE,,,LOW,
PET_JOB_4,USER_JOB,Maintain pet routine consistency,Candidate user job: Maintain pet routine consistency,PET,CANDIDATE,,,LOW,
PET_NEED_0,NEED,reassurance pet is cared for,Candidate need: reassurance pet is cared for,PET,CANDIDATE,,,LOW,
PET_NEED_1,NEED,trust in reliability,Candidate need: trust in reliability,PET,CANDIDATE,,,LOW,
PET_NEED_2,NEED,low effort,Candidate need: low effort,PET,CANDIDATE,,,LOW,
PET_NEED_3,NEED,routine consistency,Candidate need: routine consistency,PET,CANDIDATE,,,LOW,
PET_NEED_4,NEED,remote control,Candidate need: remote control,PET,CANDIDATE,,,LOW,
PET_CTX_0,CONTEXT,work day away from home,Candidate context: work day away from home,PET,CANDIDATE,,,LOW,
PET_CTX_1,CONTEXT,travel/vacation,Candidate context: travel/vacation,PET,CANDIDATE,,,LOW,
PET_CTX_2,CONTEXT,multi-pet households,Candidate context: multi-pet households,PET,CANDIDATE,,,LOW,
PET_CTX_3,CONTEXT,elderly or independent pets,Candidate context: elderly or independent pets,PET,CANDIDATE,,,LOW,
PET_TRIG_0,TRIGGER,leaving for work or travel,Candidate trigger: leaving for work or travel,PET,CANDIDATE,,,LOW,
PET_TRIG_1,TRIGGER,scheduled feeding time,Candidate trigger: scheduled feeding time,PET,CANDIDATE,,,LOW,
PET_TRIG_2,TRIGGER,low water/food level,Candidate trigger: low water/food level,PET,CANDIDATE,,,LOW,
PET_TRIG_3,TRIGGER,remote check-in urge,Candidate trigger: remote check-in urge,PET,CANDIDATE,,,LOW,
PET_BEH_0,BEHAVIOR,pre-schedules feeding times,Candidate behavior: pre-schedules feeding times,PET,CANDIDATE,,,LOW,
PET_BEH_1,BEHAVIOR,checks app/camera remotely,Candidate behavior: checks app/camera remotely,PET,CANDIDATE,,,LOW,
PET_BEH_2,BEHAVIOR,refills food/water reservoir,Candidate behavior: refills food/water reservoir,PET,CANDIDATE,,,LOW,
PET_BEH_3,BEHAVIOR,cleans fountain/feeder,Candidate behavior: cleans fountain/feeder,PET,CANDIDATE,,,LOW,
PET_BEH_4,BEHAVIOR,adjusts portions,Candidate behavior: adjusts portions,PET,CANDIDATE,,,LOW,
PET_FRIC_0,FRICTION,cleaning reservoirs,Candidate friction: cleaning reservoirs,PET,CANDIDATE,,,LOW,
PET_FRIC_1,FRICTION,connectivity reliability,Candidate friction: connectivity reliability,PET,CANDIDATE,,,LOW,
PET_FRIC_2,FRICTION,food/water running out unnoticed,Candidate friction: food/water running out unnoticed,PET,CANDIDATE,,,LOW,
PET_FRIC_3,FRICTION,replacement filter cost (fountain),Candidate friction: replacement filter cost (fountain),PET,CANDIDATE,,,LOW,
PET_OUT_0,OUTCOME,consistent feeding regardless of schedule,Candidate outcome: consistent feeding regardless of schedule,PET,CANDIDATE,,,LOW,
PET_OUT_1,OUTCOME,reduced worry when away,Candidate outcome: reduced worry when away,PET,CANDIDATE,,,LOW,
PET_OUT_2,OUTCOME,healthier hydration habits for pets,Candidate outcome: healthier hydration habits for pets,PET,CANDIDATE,,,LOW,
GARDEN_JOB_0,USER_JOB,Keep lawn maintained without manual mowing,Candidate user job: Keep lawn maintained without manual mowing,GARDEN,CANDIDATE,,,LOW,
GARDEN_JOB_1,USER_JOB,Save weekend time,Candidate user job: Save weekend time,GARDEN,CANDIDATE,,,LOW,
GARDEN_JOB_2,USER_JOB,Achieve consistent lawn appearance,Candidate user job: Achieve consistent lawn appearance,GARDEN,CANDIDATE,,,LOW,
GARDEN_JOB_3,USER_JOB,Reduce physical effort of yard work,Candidate user job: Reduce physical effort of yard work,GARDEN,CANDIDATE,,,LOW,
GARDEN_NEED_0,NEED,low effort,Candidate need: low effort,GARDEN,CANDIDATE,,,LOW,
GARDEN_NEED_1,NEED,trust the mower navigates safely,Candidate need: trust the mower navigates safely,GARDEN,CANDIDATE,,,LOW,
GARDEN_NEED_2,NEED,reliability,Candidate need: reliability,GARDEN,CANDIDATE,,,LOW,
GARDEN_NEED_3,NEED,low maintenance,Candidate need: low maintenance,GARDEN,CANDIDATE,,,LOW,
GARDEN_NEED_4,NEED,pride in garden appearance,Candidate need: pride in garden appearance,GARDEN,CANDIDATE,,,LOW,
GARDEN_CTX_0,CONTEXT,regular lawn upkeep,Candidate context: regular lawn upkeep,GARDEN,CANDIDATE,,,LOW,
GARDEN_CTX_1,CONTEXT,variable weather season,Candidate context: variable weather season,GARDEN,CANDIDATE,,,LOW,
GARDEN_CTX_2,CONTEXT,gardens with pets or children,Candidate context: gardens with pets or children,GARDEN,CANDIDATE,,,LOW,
GARDEN_CTX_3,CONTEXT,sloped or irregular lawns,Candidate context: sloped or irregular lawns,GARDEN,CANDIDATE,,,LOW,
GARDEN_TRIG_0,TRIGGER,grass visibly overgrown,Candidate trigger: grass visibly overgrown,GARDEN,CANDIDATE,,,LOW,
GARDEN_TRIG_1,TRIGGER,scheduled mowing day,Candidate trigger: scheduled mowing day,GARDEN,CANDIDATE,,,LOW,
GARDEN_TRIG_2,TRIGGER,good weather window,Candidate trigger: good weather window,GARDEN,CANDIDATE,,,LOW,
GARDEN_TRIG_3,TRIGGER,guests or events at home,Candidate trigger: guests or events at home,GARDEN,CANDIDATE,,,LOW,
GARDEN_BEH_0,BEHAVIOR,sets mowing schedule via app,Candidate behavior: sets mowing schedule via app,GARDEN,CANDIDATE,,,LOW,
GARDEN_BEH_1,BEHAVIOR,clears obstacles before runs,Candidate behavior: clears obstacles before runs,GARDEN,CANDIDATE,,,LOW,
GARDEN_BEH_2,BEHAVIOR,cleans blades/underside periodically,Candidate behavior: cleans blades/underside periodically,GARDEN,CANDIDATE,,,LOW,
GARDEN_BEH_3,BEHAVIOR,brings mower in during bad weather,Candidate behavior: brings mower in during bad weather,GARDEN,CANDIDATE,,,LOW,
GARDEN_BEH_4,BEHAVIOR,monitors via app,Candidate behavior: monitors via app,GARDEN,CANDIDATE,,,LOW,
GARDEN_FRIC_0,FRICTION,perimeter/boundary setup,Candidate friction: perimeter/boundary setup,GARDEN,CANDIDATE,,,LOW,
GARDEN_FRIC_1,FRICTION,blade maintenance,Candidate friction: blade maintenance,GARDEN,CANDIDATE,,,LOW,
GARDEN_FRIC_2,FRICTION,navigation around obstacles,Candidate friction: navigation around obstacles,GARDEN,CANDIDATE,,,LOW,
GARDEN_FRIC_3,FRICTION,charging dock placement,Candidate friction: charging dock placement,GARDEN,CANDIDATE,,,LOW,
GARDEN_FRIC_4,FRICTION,safety concerns around children/pets,Candidate friction: safety concerns around children/pets,GARDEN,CANDIDATE,,,LOW,
GARDEN_OUT_0,OUTCOME,consistently maintained lawn,Candidate outcome: consistently maintained lawn,GARDEN,CANDIDATE,,,LOW,
GARDEN_OUT_1,OUTCOME,reduced manual mowing time,Candidate outcome: reduced manual mowing time,GARDEN,CANDIDATE,,,LOW,
GARDEN_OUT_2,OUTCOME,more leisure time reclaimed,Candidate outcome: more leisure time reclaimed,GARDEN,CANDIDATE,,,LOW,
